MSFRTN_RESC_REPRT_NO,ACDNT_CAUSE,PRCS_RESULT_SE_NM,DCLR_YMD,DCLR_TM,DCLR_YR,SEASON_SE_NM,QTR_SE,DCLR_MNTH,DCLR_DAY,DCLR_HOUR,DCLR_MIN,DAYWK,DSP_YMD,DSP_TM,DSP_YR,DSP_MNTH,DSP_DAY,DSP_HOUR,DSP_MIN,SPT_ARVL_YMD,SPT_ARVL_TM,SPT_ARVL_YR,SPT_ARVL_MNTH,SPT_ARVL_DAY,SPT_ARVL_HOUR,SPT_ARVL_MIN,RESC_CMPTN_YMD,RESC_CMPTN_TM,RESC_CMPTN_YR,RESC_CMPTN_MNTH,RESC_CMPTN_DAY,RESC_CMPTN_HOUR,RESC_CMPTN_MIN,HMG_YMD,HMG_TM,HMG_YR,HMG_MNTH,HMG_DAY,HMG_HOUR,HMG_MIN,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LOC_INFO_X,LOC_INFO_Y,SPT_FRSTT_DIST,ACDNT_PLACE_NM,ACDNT_PLACE_DETAIL_NM,ACDNT_CAUSE_ASORT_NM,TIME_UNIT_TMPRT,TIME_UNIT_WS,TIME_UNIT_WD,TIME_UNIT_HUMIDITY,FRSTT_NM,WARD_NM,LFDAU_NM
20204216303M00678,작동기기,안전조치,20201211,032011,2020,겨울,4,12,11,03,20,금요일,20201211,032044,2020,12,11,03,20,20201211,032455,2020,12,11,03,24,20201211,033855,2020,12,11,03,38,20201211,042550,2020,12,11,04,25,강원도,고성군,간성읍,읍,128.4682,38.3796,1,음식점,패스트푸드,전기적 요인,3,270.0,2.0,66,고성소방서,간성119안전센터,
20204213105M01222,작동기기,자체처리,20201211,130125,2020,겨울,4,12,11,13,01,금요일,20201211,130147,2020,12,11,13,01,20201211,130618,2020,12,11,13,06,20201211,130959,2020,12,11,13,09,20201211,141555,2020,12,11,14,15,강원도,횡성군,횡성읍,읍,127.9877,37.4891,2,음식점,한식,기계적 요인,8,180.0,2.0,60,횡성소방서,횡성119안전센터,
20204203109M03603,작동기기,오인(구조),20201211,184156,2020,겨울,4,12,11,18,41,금요일,20201211,184224,2020,12,11,18,42,20201211,184548,2020,12,11,18,45,20201211,184548,2020,12,11,18,45,20201211,185433,2020,12,11,18,54,강원도,강릉시,옥천동,동,128.899,37.7584,4,판매시설,상점가,기계적 요인,8,360.0,2.0,43,강릉소방서,옥천119안전센터,
20204216401M00319,"담뱃불, 라이터불",자체처리,20201211,184309,2020,겨울,4,12,11,18,43,금요일,20201211,184415,2020,12,11,18,44,20201211,185001,2020,12,11,18,50,20201211,185009,2020,12,11,18,50,20201211,190000,2020,12,11,19,00,강원도,고성군,현내면,면,128.4182,38.4659,13,야외,기타야외,부주의,7,270.0,6.5,44,고성소방서,거진119안전센터,
20204214103M00528,미상,기타,20201211,192331,2020,겨울,4,12,11,19,23,금요일,20201211,192424,2020,12,11,19,24,20201211,193105,2020,12,11,19,31,20201211,204624,2020,12,11,20,46,20201211,224036,2020,12,11,22,40,강원도,평창군,봉평면,면,128.3774,37.6156,33,단독주택,단독주택,미상,0,135.0,2.0,87,평창소방서,봉평119안전센터,
20204207102M00562,"담뱃불, 라이터불",자체처리,20201211,221012,2020,겨울,4,12,11,22,10,금요일,20201211,221104,2020,12,11,22,11,20201211,221648,2020,12,11,22,16,20201212,223705,2020,12,12,22,37,20201212,234630,2020,12,12,23,46,강원도,삼척시,도계읍,읍,129.0451,37.2389,0,야외,기타야외,부주의,1,225.0,2.0,64,삼척소방서,도계119안전센터,
20204219401M00340,작동기기,기타,20201212,075126,2020,겨울,4,12,12,07,51,토요일,20201212,075153,2020,12,12,07,51,20201212,075515,2020,12,12,07,55,20201212,075822,2020,12,12,07,58,20201212,083111,2020,12,12,08,31,강원도,화천군,간동면,면,127.8175,38.055,18,단독주택,단독주택,전기적 요인,-4,360.0,2.0,88,화천소방서,화천119안전센터,간동119지역대
20204217302M01255,"불꽃, 불티",안전조치,20201212,101637,2020,겨울,4,12,12,10,16,토요일,20201212,101709,2020,12,12,10,17,20201212,102851,2020,12,12,10,28,20201212,110739,2020,12,12,11,07,20201212,124822,2020,12,12,12,48,강원도,양양군,손양면,면,128.6791,38.056,8,단독주택,단독주택,부주의,5,225.0,2.0,32,양양소방서,양양119안전센터,
20204202110M00451,"담뱃불, 라이터불",안전조치,20201212,114329,2020,겨울,4,12,12,11,43,토요일,20201212,114405,2020,12,12,11,44,20201212,120631,2020,12,12,12,06,20201212,130933,2020,12,12,13,09,20201212,143438,2020,12,12,14,34,강원도,원주시,신림면,면,128.0537,37.2209,24,산불,사유림,부주의,3,315.0,2.0,42,원주소방서,신림119안전센터,
20204210106M00566,"불꽃, 불티",자체처리,20201212,135830,2020,겨울,4,12,12,13,58,토요일,20201212,135855,2020,12,12,13,58,20201212,140524,2020,12,12,14,05,20201212,140947,2020,12,12,14,09,20201212,141647,2020,12,12,14,16,강원도,철원군,갈말읍,읍,127.345,38.2206,6,들불,기타 들불,부주의,3,225.0,2.0,31,철원소방서,태봉119안전센터,
20204215103M00547,작동기기,자체처리,20201212,140647,2020,겨울,4,12,12,14,06,토요일,20201212,140732,2020,12,12,14,07,20201212,141755,2020,12,12,14,17,20201212,145520,2020,12,12,14,55,20201212,145520,2020,12,12,14,55,강원도,인제군,남면,면,128.07,37.9451,19,야외,기타야외,전기적 요인,0,,,0,인제소방서,인제119안전센터,남면119지역대
20204201113M02423,작동기기,자체처리,20201212,141638,2020,겨울,4,12,12,14,16,토요일,20201212,141724,2020,12,12,14,17,20201212,142530,2020,12,12,14,25,20201212,142530,2020,12,12,14,25,20201212,144129,2020,12,12,14,41,강원도,춘천시,동내면,면,127.7651,37.8303,10,공장시설,식료품공업,전기적 요인,7,315.0,2.0,29,춘천소방서,대룡119안전센터,
20204202110M00452,"담뱃불, 라이터불",,20201212,151603,2020,겨울,4,12,12,15,16,토요일,20201212,151711,2020,12,12,15,17,20201212,152146,2020,12,12,15,21,20201212,190700,2020,12,12,19,07,20201212,190700,2020,12,12,19,07,강원도,원주시,신림면,면,128.1385,37.2598,27,산불,국유림,부주의,5,315.0,,30,원주소방서,신림119안전센터,
20204208108M00037,미상,타기관처리,20201212,180214,2020,겨울,4,12,12,18,02,토요일,20201212,180336,2020,12,12,18,03,20201212,181712,2020,12,12,18,17,20201212,220757,2020,12,12,22,07,20201212,224630,2020,12,12,22,46,강원도,홍천군,서면,면,127.5864,37.6822,47,단독주택,단독주택,미상,-2,45.0,2.0,66,홍천소방서,팔봉119안전센터,
20204201113M02425,작동기기,,20201212,183137,2020,겨울,4,12,12,18,31,토요일,20201212,183352,2020,12,12,18,33,20201212,185830,2020,12,12,18,58,20201212,185830,2020,12,12,18,58,20201212,201040,2020,12,12,20,10,강원도,춘천시,동산면,면,127.7713,37.7431,25,도로,가로등,전기적 요인,3,270.0,2.0,40,춘천소방서,대룡119안전센터,
20204201113M02426,"담뱃불, 라이터불",안전조치,20201212,194851,2020,겨울,4,12,12,19,48,토요일,20201212,195002,2020,12,12,19,50,20201212,195517,2020,12,12,19,55,20201212,195517,2020,12,12,19,55,20201212,195517,2020,12,12,19,55,강원도,춘천시,동면,면,127.7779,37.8753,6,야외,기타야외,부주의,1,360.0,2.0,58,춘천소방서,후평119안전센터,
20204201114M03889,작동기기,자체처리,20201213,013701,2020,겨울,4,12,13,01,37,일요일,20201213,013821,2020,12,13,01,38,20201213,014555,2020,12,13,01,45,20201213,015003,2020,12,13,01,50,20201213,020016,2020,12,13,02,00,강원도,춘천시,동면,면,,,4,기타주택,기타 주택,기계적 요인,-4,135.0,2.0,76,춘천소방서,후평119안전센터,
20204206103M02130,미상,자체처리,20201213,013859,2020,겨울,4,12,13,01,38,일요일,20201213,014006,2020,12,13,01,40,20201213,014810,2020,12,13,01,48,20201213,020042,2020,12,13,02,00,20201213,030000,2020,12,13,03,00,강원도,속초시,조양동,동,128.583,38.1973,4,선박,수상레저기구(보트등),미상,3,315.0,2.0,38,속초소방서,노학119안전센터,
20204202104M03053,작동기기,안전조치,20201213,034614,2020,겨울,4,12,13,03,46,일요일,20201213,034655,2020,12,13,03,46,20201213,035846,2020,12,13,03,58,20201213,062443,2020,12,13,06,24,20201213,065326,2020,12,13,06,53,강원도,원주시,판부면,면,127.9703,37.2811,8,기타건축물,기타 건축물,전기적 요인,-5,180.0,2.0,78,원주소방서,단구119안전센터,
20204205104M00935,"불꽃, 불티",타기관처리,20201213,083705,2020,겨울,4,12,13,08,37,일요일,20201213,083753,2020,12,13,08,37,20201213,084745,2020,12,13,08,47,20201213,085042,2020,12,13,08,50,20201213,090651,2020,12,13,09,06,강원도,태백시,황지동,동,128.9776,37.1927,6,야외,쓰레기,부주의,-4,360.0,2.0,70,태백소방서,황지119안전센터,
20204205103M00298,"담뱃불, 라이터불",자체처리,20201214,113700,2020,겨울,4,12,14,11,37,월요일,20201214,113700,2020,12,14,11,37,20201214,114114,2020,12,14,11,41,20201214,120014,2020,12,14,12,00,20201214,120014,2020,12,14,12,00,강원도,태백시,철암동,동,129.046,37.1281,8,야외,기타야외,부주의,-8,360.0,2.0,33,태백소방서,철암119안전센터,
20204208106M00361,작동기기,,20201214,115636,2020,겨울,4,12,14,11,56,월요일,20201214,115723,2020,12,14,11,57,20201214,115746,2020,12,14,11,57,20201214,122100,2020,12,14,12,21,20201214,135257,2020,12,14,13,52,강원도,홍천군,서석면,면,,,34,종교시설,교회,전기적 요인,-8,270.0,10.5,50,홍천소방서,서석119안전센터,
20204213103M00571,작동기기,타기관처리,20201214,203553,2020,겨울,4,12,14,20,35,월요일,20201214,203649,2020,12,14,20,36,20201214,203857,2020,12,14,20,38,20201214,204303,2020,12,14,20,43,20201214,215417,2020,12,14,21,54,강원도,횡성군,우천면,면,128.0742,37.4514,12,자동차,승용자동차,기계적 요인,-11,360.0,2.0,76,횡성소방서,우천119안전센터,
20204207106M01824,작동기기,자체처리,20201214,231621,2020,겨울,4,12,14,23,16,월요일,20201214,231646,2020,12,14,23,16,20201214,232014,2020,12,14,23,20,20201215,232307,2020,12,15,23,23,20201215,234626,2020,12,15,23,46,강원도,삼척시,남양동,동,129.1701,37.4423,1,공동주택,기타 공동주택,전기적 요인,-7,315.0,2.0,24,삼척소방서,봉황119안전센터,
20204204104M00783,"마찰, 전도, 복사",기타,20201215,071759,2020,겨울,4,12,15,07,17,화요일,20201215,071840,2020,12,15,07,18,20201215,071948,2020,12,15,07,19,20201215,072836,2020,12,15,07,28,20201215,081502,2020,12,15,08,15,강원도,동해시,구호동,동,129.1422,37.4706,5,자동차,화물자동차,기계적 요인,-7,45.0,2.0,19,동해소방서,북평119안전센터,
20204216301M00678,작동기기,안전조치,20201215,081431,2020,겨울,4,12,15,08,14,화요일,20201215,081503,2020,12,15,08,15,20201215,082059,2020,12,15,08,20,20201215,085341,2020,12,15,08,53,20201215,100118,2020,12,15,10,01,강원도,고성군,간성읍,읍,128.4859,38.3921,3,선박,바지선,전기적 요인,-8,315.0,2.0,21,고성소방서,간성119안전센터,
20204217303M00877,"불꽃, 불티",기타,20201215,082059,2020,겨울,4,12,15,08,20,화요일,20201215,082116,2020,12,15,08,21,20201215,082411,2020,12,15,08,24,20201215,084704,2020,12,15,08,47,20201215,093235,2020,12,15,09,32,강원도,양양군,강현면,면,128.5589,38.1444,13,단독주택,단독주택,부주의,4,315.0,2.0,79,양양소방서,강현119안전센터,
20204203103M01384,"담뱃불, 라이터불",자체처리,20201215,121249,2020,겨울,4,12,15,12,12,화요일,20201215,121315,2020,12,15,12,13,20201215,122101,2020,12,15,12,21,20201215,122141,2020,12,15,12,21,20201215,123658,2020,12,15,12,36,강원도,강릉시,대전동,동,128.8576,37.8036,8,기타건축물,기타 건축물,부주의,-2,225.0,2.0,18,강릉소방서,경포119안전센터,
20204211103M00384,작동기기,안전조치,20201215,151425,2020,겨울,4,12,15,15,14,화요일,20201215,151518,2020,12,15,15,15,20201215,155653,2020,12,15,15,56,20201215,170704,2020,12,15,17,07,20201215,173027,2020,12,15,17,30,강원도,정선군,신동읍,읍,128.612,37.2997,31,건설기계,굴삭기,기계적 요인,-7,225.0,6.5,30,정선소방서,신동119안전센터,
20204204103M01275,"담뱃불, 라이터불",타기관처리,20201215,152507,2020,겨울,4,12,15,15,25,화요일,20201215,152533,2020,12,15,15,25,20201215,152918,2020,12,15,15,29,20201215,153315,2020,12,15,15,33,20201215,154615,2020,12,15,15,46,강원도,동해시,이도동,동,129.1099,37.4783,7,야외,쓰레기,부주의,-1,315.0,2.0,13,동해소방서,북평119안전센터,
20204205104M00944,"불꽃, 불티",안전조치,20201215,162513,2020,겨울,4,12,15,16,25,화요일,20201215,162536,2020,12,15,16,25,20201215,163050,2020,12,15,16,30,20201215,164109,2020,12,15,16,41,20201215,171243,2020,12,15,17,12,강원도,태백시,황지동,동,128.9888,37.1757,2,단독주택,단독주택,부주의,-9,315.0,2.0,27,태백소방서,황지119안전센터,
20204201114M03911,작동기기,타기관처리,20201215,170145,2020,겨울,4,12,15,17,01,화요일,20201215,170302,2020,12,15,17,03,20201215,174004,2020,12,15,17,40,20201215,175246,2020,12,15,17,52,20201215,183408,2020,12,15,18,34,강원도,춘천시,동면,면,127.8522,37.8657,16,동식물시설,우사,전기적 요인,-7,225.0,2.0,22,춘천소방서,후평119안전센터,
20204201112M01463,"담뱃불, 라이터불",타기관처리,20201215,172406,2020,겨울,4,12,15,17,24,화요일,20201215,172535,2020,12,15,17,25,20201215,173029,2020,12,15,17,30,20201215,174717,2020,12,15,17,47,20201215,181330,2020,12,15,18,13,강원도,춘천시,우두동,동,127.7366,37.9098,4,야외,쓰레기,부주의,-6,225.0,2.0,24,춘천소방서,신북119안전센터,
20204204104M00784,작동기기,인명검색,20201215,172558,2020,겨울,4,12,15,17,25,화요일,20201215,172649,2020,12,15,17,26,20201215,172858,2020,12,15,17,28,20201215,174021,2020,12,15,17,40,20201215,204000,2020,12,15,20,40,강원도,동해시,효가동,동,129.1092,37.4925,5,음식점,"제과점,빵집,떡집(휴게)",전기적 요인,-3,315.0,2.0,13,동해소방서,북삼119안전센터,
20204203104M01822,"마찰, 전도, 복사",안전조치,20201215,204419,2020,겨울,4,12,15,20,44,화요일,20201215,204517,2020,12,15,20,45,20201215,205440,2020,12,15,20,54,20201215,211103,2020,12,15,21,11,20201215,224012,2020,12,15,22,40,강원도,강릉시,연곡면,면,128.8439,37.865,14,단독주택,단독주택,부주의,-4,315.0,2.0,13,강릉소방서,주문진119안전센터,
20204210102M00931,미상,,20201215,210301,2020,겨울,4,12,15,21,03,화요일,20201215,210440,2020,12,15,21,04,20201215,210728,2020,12,15,21,07,20201216,212656,2020,12,16,21,26,20201216,223420,2020,12,16,22,34,강원도,철원군,동송읍,읍,127.2196,38.2055,12,음식점,일반주점,미상,-13,225.0,2.0,53,철원소방서,동송119안전센터,
20204204102M01822,미상,기타,20201215,211837,2020,겨울,4,12,15,21,18,화요일,20201215,211911,2020,12,15,21,19,20201215,212520,2020,12,15,21,25,20201215,215310,2020,12,15,21,53,20201216,001859,2020,12,16,00,18,강원도,동해시,부곡동,동,129.1033,37.5364,3,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장",미상,-4,270.0,6.5,14,동해소방서,천곡119안전센터,
20204210105M00160,"담뱃불, 라이터불",,20201215,220812,2020,겨울,4,12,15,22,08,화요일,20201215,220844,2020,12,15,22,08,20201215,221330,2020,12,15,22,13,20201215,221834,2020,12,15,22,18,20201215,223044,2020,12,15,22,30,강원도,삼척시,남양동,동,,,1,야외,쓰레기,부주의,-5,225.0,2.0,14,삼척소방서,봉황119안전센터,
20204201114M03915,미상,인명검색,20201215,222420,2020,겨울,4,12,15,22,24,화요일,20201215,222443,2020,12,15,22,24,20201215,222831,2020,12,15,22,28,20201216,000830,2020,12,16,00,08,20201216,000830,2020,12,16,00,08,강원도,춘천시,후평동,동,127.7479,37.8801,1,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),미상,-11,315.0,2.0,63,춘천소방서,후평119안전센터,
20204201102M01959,미상,인명구조,20201216,062352,2020,겨울,4,12,16,06,23,수요일,20201216,062604,2020,12,16,06,26,20201216,062932,2020,12,16,06,29,20201216,064002,2020,12,16,06,40,20201216,072014,2020,12,16,07,20,강원도,춘천시,소양로4가,동,,,4,음식점,한식,미상,-17,360.0,2.0,82,춘천소방서,소양119안전센터,
20204213103M00574,작동기기,자체처리,20201216,083648,2020,겨울,4,12,16,08,36,수요일,20201216,083822,2020,12,16,08,38,20201216,084933,2020,12,16,08,49,20201216,084933,2020,12,16,08,49,20201216,093259,2020,12,16,09,32,강원도,횡성군,우천면,면,128.121,37.5152,16,단독주택,단독주택,기계적 요인,-18,180.0,2.0,86,횡성소방서,우천119안전센터,
20204204102M01826,"불꽃, 불티",안전조치,20201216,085930,2020,겨울,4,12,16,08,59,수요일,20201216,090008,2020,12,16,09,00,20201216,090421,2020,12,16,09,04,20201216,162949,2020,12,16,16,29,20201216,162949,2020,12,16,16,29,강원도,동해시,발한동,동,129.106,37.5559,4,단독주택,단독주택,부주의,-4,315.0,2.0,11,동해소방서,묵호119안전센터,
20204219402M00245,작동기기,인명검색,20201216,124542,2020,겨울,4,12,16,12,45,수요일,20201216,124639,2020,12,16,12,46,20201216,125009,2020,12,16,12,50,20201216,125942,2020,12,16,12,59,20201216,151000,2020,12,16,15,10,강원도,화천군,화천읍,읍,127.7026,38.1022,0,기타건축물,포장마차,기계적 요인,-6,45.0,2.0,20,화천소방서,화천119안전센터,
20204203105M02080,"담뱃불, 라이터불",안전조치,20201216,132602,2020,겨울,4,12,16,13,26,수요일,20201216,132635,2020,12,16,13,26,20201216,133211,2020,12,16,13,32,20201216,134727,2020,12,16,13,47,20201216,154539,2020,12,16,15,45,강원도,강릉시,구정면,면,128.8601,37.7311,5,단독주택,단독주택,부주의,1,225.0,2.0,15,강릉소방서,내곡119안전센터,
20204210105M00160,작동기기,,20201216,140400,2020,겨울,4,12,16,14,04,수요일,20201216,140500,2020,12,16,14,05,20201216,140500,2020,12,16,14,05,20201216,151100,2020,12,16,15,11,20201216,165424,2020,12,16,16,54,강원도,홍천군,북방면,면,,,19,동식물시설,우사,전기적 요인,-5,270.0,2.0,22,홍천소방서,홍천119안전센터,북방119지역대
20204202103M03616,"불꽃, 불티",,20201217,050627,2020,겨울,4,12,17,05,06,목요일,20201217,050658,2020,12,17,05,06,20201217,052533,2020,12,17,05,25,20201217,060843,2020,12,17,06,08,20201217,063252,2020,12,17,06,32,강원도,원주시,호저면,면,127.8859,37.3596,12,기타건축물,기타 건축물,부주의,-16,225.0,2.0,80,원주소방서,학성119안전센터,
20204214106M00538,작동기기,,20201217,092056,2020,겨울,4,12,17,09,20,목요일,20201217,092132,2020,12,17,09,21,20201217,092834,2020,12,17,09,28,20201217,093120,2020,12,17,09,31,20201217,095700,2020,12,17,09,57,강원도,평창군,평창읍,읍,,,5,공장시설,그 밖의 공업,전기적 요인,-17,360.0,2.0,73,평창소방서,평창119안전센터,
20204205103M00303,미상,안전조치,20201217,111330,2020,겨울,4,12,17,11,13,목요일,20201217,111403,2020,12,17,11,14,20201217,112235,2020,12,17,11,22,20201217,120324,2020,12,17,12,03,20201217,145224,2020,12,17,14,52,강원도,태백시,동점동,동,129.0307,37.106,14,단독주택,단독주택,미상,-4,360.0,2.0,13,태백소방서,철암119안전센터,
20204206110M03078,"담뱃불, 라이터불",안전조치,20201217,140413,2020,겨울,4,12,17,14,04,목요일,20201217,140443,2020,12,17,14,04,20201217,140937,2020,12,17,14,09,20201217,145421,2020,12,17,14,54,20201217,145421,2020,12,17,14,54,강원도,속초시,조양동,동,128.5828,38.1877,3,도로,기타도로,부주의,3,270.0,2.0,17,속초소방서,노학119안전센터,
20204203108M02240,"담뱃불, 라이터불",안전조치,20201217,151249,2020,겨울,4,12,17,15,12,목요일,20201217,151335,2020,12,17,15,13,20201217,152254,2020,12,17,15,22,20201217,152647,2020,12,17,15,26,20201217,161010,2020,12,17,16,10,강원도,강릉시,성산면,면,128.8321,37.7076,9,단독주택,단독주택,부주의,5,225.0,10.5,18,강릉소방서,내곡119안전센터,
20204217304M00080,"불꽃, 불티",기타,20201217,162241,2020,겨울,4,12,17,16,22,목요일,20201217,162310,2020,12,17,16,23,20201217,162914,2020,12,17,16,29,20201217,162914,2020,12,17,16,29,20201217,164914,2020,12,17,16,49,강원도,양양군,강현면,면,128.5769,38.1581,17,단독주택,단독주택,부주의,1,225.0,2.0,11,양양소방서,강현119안전센터,
20204217304M00081,"불꽃, 불티",안전조치,20201217,175828,2020,겨울,4,12,17,17,58,목요일,20201217,175958,2020,12,17,17,59,20201217,180931,2020,12,17,18,09,20201217,184640,2020,12,17,18,46,20201217,192808,2020,12,17,19,28,강원도,양양군,현북면,면,128.6892,38.013,14,단독주택,단독주택,기타,-1,270.0,10.5,26,양양소방서,하조대119안전센터,
20204208107M01898,작동기기,안전조치,20201217,205501,2020,겨울,4,12,17,20,55,목요일,20201217,205547,2020,12,17,20,55,20201217,210001,2020,12,17,21,00,20201217,211833,2020,12,17,21,18,20201217,230701,2020,12,17,23,07,강원도,홍천군,홍천읍,읍,127.8858,37.6951,2,종교시설,기타 종교시설,전기적 요인,-6,135.0,2.0,58,홍천소방서,홍천119안전센터,
20204218301M00740,작동기기,안전조치,20201217,211933,2020,겨울,4,12,17,21,19,목요일,20201217,212129,2020,12,17,21,21,20201217,212819,2020,12,17,21,28,20201217,213529,2020,12,17,21,35,20201217,220359,2020,12,17,22,03,강원도,양구군,양구읍,읍,127.9886,38.1336,5,야외,기타야외,전기적 요인,-9,180.0,2.0,71,양구소방서,양구119안전센터,
20204204105M01725,"마찰, 전도, 복사",안전조치,20201217,233939,2020,겨울,4,12,17,23,39,목요일,20201217,234038,2020,12,17,23,40,20201217,234548,2020,12,17,23,45,20201217,235224,2020,12,17,23,52,20201218,000650,2020,12,18,00,06,강원도,동해시,천곡동,동,129.107,37.52,2,공동주택,다세대주택,부주의,1,315.0,2.0,42,동해소방서,천곡119안전센터,
20204207102M00573,"불꽃, 불티",,20201218,074301,2020,겨울,4,12,18,07,43,금요일,20201218,074336,2020,12,18,07,43,20201218,075314,2020,12,18,07,53,20201218,090445,2020,12,18,09,04,20201218,090445,2020,12,18,09,04,강원도,삼척시,도계읍,읍,129.0581,37.26,0,야외,쓰레기,부주의,-3,180.0,2.0,68,삼척소방서,도계119안전센터,
20204203105M02138,"담뱃불, 라이터불",기타,20201218,111732,2020,겨울,4,12,18,11,17,금요일,20201218,111812,2020,12,18,11,18,20201218,112417,2020,12,18,11,24,20201218,114322,2020,12,18,11,43,20201218,120604,2020,12,18,12,06,강원도,강릉시,청량동,동,,,6,들불,숲,부주의,4,225.0,,47,강릉소방서,옥천119안전센터,
20204210106M00574,"담뱃불, 라이터불",기타,20201218,111948,2020,겨울,4,12,18,11,19,금요일,20201218,112041,2020,12,18,11,20,20201218,112412,2020,12,18,11,24,20201218,112713,2020,12,18,11,27,20201218,114555,2020,12,18,11,45,강원도,철원군,갈말읍,읍,127.3067,38.1844,2,자동차,화물자동차,부주의,-1,225.0,2.0,56,철원소방서,태봉119안전센터,
20204201103M04270,작동기기,자체처리,20201218,115037,2020,겨울,4,12,18,11,50,금요일,20201218,115204,2020,12,18,11,52,20201218,115819,2020,12,18,11,58,20201218,120228,2020,12,18,12,02,20201218,122522,2020,12,18,12,25,강원도,춘천시,석사동,동,127.7455,37.8586,4,단독주택,다가구주택,부주의,-1,360.0,2.0,54,춘천소방서,대룡119안전센터,
20204217303M00884,"불꽃, 불티",안전조치,20201218,235813,2020,겨울,4,12,18,23,58,금요일,20201219,000147,2020,12,19,00,01,20201219,000741,2020,12,19,00,07,20201219,001956,2020,12,19,00,19,20201219,004056,2020,12,19,00,40,강원도,양양군,강현면,면,128.6324,38.1178,7,야외,쓰레기,부주의,-8,270.0,2.0,44,양양소방서,강현119안전센터,
20204214103M00547,"담뱃불, 라이터불",,20201219,073554,2020,겨울,4,12,19,07,35,토요일,20201219,073733,2020,12,19,07,37,20201219,074251,2020,12,19,07,42,20201219,102701,2020,12,19,10,27,20201219,105823,2020,12,19,10,58,강원도,평창군,대화면,면,128.4537,37.4897,14,단독주택,기타 단독주택,방화,-17,315.0,2.0,99,평창소방서,대화119안전센터,
20204204102M01843,"불꽃, 불티",안전조치,20201219,114156,2020,겨울,4,12,19,11,41,토요일,20201219,114246,2020,12,19,11,42,20201219,115500,2020,12,19,11,55,20201219,115741,2020,12,19,11,57,20201219,132429,2020,12,19,13,24,강원도,강릉시,옥계면,면,129.0367,37.6014,32,기타건축물,기타 건축물,부주의,3,270.0,6.5,10,강릉소방서,옥계119안전센터,
20204208102M00502,"불꽃, 불티",타기관처리,20201219,143141,2020,겨울,4,12,19,14,31,토요일,20201219,143251,2020,12,19,14,32,20201219,144508,2020,12,19,14,45,20201219,150654,2020,12,19,15,06,20201219,170957,2020,12,19,17,09,강원도,홍천군,남면,면,127.8431,37.581,23,기타건축물,기타 건축물,부주의,-2,270.0,2.0,24,홍천소방서,양덕원119안전센터,
20204205103M00309,"불꽃, 불티",타기관처리,20201219,210224,2020,겨울,4,12,19,21,02,토요일,20201219,210248,2020,12,19,21,02,20201219,210730,2020,12,19,21,07,20201219,222721,2020,12,19,22,27,20201219,222721,2020,12,19,22,27,강원도,태백시,동점동,동,129.0454,37.1076,15,야외,쓰레기,부주의,-7,225.0,2.0,34,태백소방서,철암119안전센터,
20204216302M00883,"불꽃, 불티",안전조치,20201219,225353,2020,겨울,4,12,19,22,53,토요일,20201219,225438,2020,12,19,22,54,20201219,231451,2020,12,19,23,14,20201220,232135,2020,12,20,23,21,20201220,232235,2020,12,20,23,22,강원도,고성군,토성면,면,128.509,38.2488,24,야외,기타야외,부주의,-3,270.0,2.0,27,고성소방서,동광119안전센터,
20204207104M00345,"담뱃불, 라이터불",자체처리,20201220,033554,2020,겨울,4,12,20,03,35,일요일,20201220,033628,2020,12,20,03,36,20201220,033933,2020,12,20,03,39,20201220,053604,2020,12,20,05,36,20201220,092104,2020,12,20,09,21,강원도,삼척시,가곡면,면,,,53,야외,기타야외,부주의,-9,360.0,2.0,40,삼척소방서,원덕119안전센터,
20204213105M01266,작동기기,안전조치,20201220,060303,2020,겨울,4,12,20,06,03,일요일,20201220,060357,2020,12,20,06,03,20201220,061103,2020,12,20,06,11,20201220,061433,2020,12,20,06,14,20201220,062213,2020,12,20,06,22,강원도,횡성군,횡성읍,읍,127.9744,37.4617,3,자동차시설,"세차장, 폐차장",기계적 요인,-15,225.0,2.0,89,횡성소방서,횡성119안전센터,
20204204103M01294,미상,안전조치,20201220,114546,2020,겨울,4,12,20,11,45,일요일,20201220,114639,2020,12,20,11,46,20201220,115213,2020,12,20,11,52,20201220,115612,2020,12,20,11,56,20201220,121312,2020,12,20,12,13,강원도,동해시,송정동,동,129.1258,37.5003,3,들불,논밭두렁,부주의,3,90.0,2.0,24,동해소방서,북평119안전센터,
20204202103M03648,"마찰, 전도, 복사",인명검색,20201220,120004,2020,겨울,4,12,20,12,00,일요일,20201220,120148,2020,12,20,12,01,20201220,120343,2020,12,20,12,03,20201220,121812,2020,12,20,12,18,20201220,122354,2020,12,20,12,23,강원도,원주시,중앙동,동,127.9495,37.3498,4,판매시설,전통시장,부주의,-3,180.0,2.0,36,원주소방서,학성119안전센터,
20204209107M01201,미상,자체처리,20201220,235115,2020,겨울,4,12,20,23,51,일요일,20201220,235156,2020,12,20,23,51,20201220,235545,2020,12,20,23,55,20201221,000011,2020,12,21,00,00,20201221,005125,2020,12,21,00,51,강원도,영월군,영월읍,읍,,,2,의료시설,병원,방화의심,-8,360.0,2.0,68,영월소방서,영월119안전센터,
