MSFRTN_RESC_REPRT_NO,ACDNT_CAUSE,PRCS_RESULT_SE_NM,DCLR_YMD,DCLR_TM,DCLR_YR,SEASON_SE_NM,QTR_SE,DCLR_MNTH,DCLR_DAY,DCLR_HOUR,DCLR_MIN,DAYWK,DSP_YMD,DSP_TM,DSP_YR,DSP_MNTH,DSP_DAY,DSP_HOUR,DSP_MIN,SPT_ARVL_YMD,SPT_ARVL_TM,SPT_ARVL_YR,SPT_ARVL_MNTH,SPT_ARVL_DAY,SPT_ARVL_HOUR,SPT_ARVL_MIN,RESC_CMPTN_YMD,RESC_CMPTN_TM,RESC_CMPTN_YR,RESC_CMPTN_MNTH,RESC_CMPTN_DAY,RESC_CMPTN_HOUR,RESC_CMPTN_MIN,HMG_YMD,HMG_TM,HMG_YR,HMG_MNTH,HMG_DAY,HMG_HOUR,HMG_MIN,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LOC_INFO_X,LOC_INFO_Y,SPT_FRSTT_DIST,ACDNT_PLACE_NM,ACDNT_PLACE_DETAIL_NM,ACDNT_CAUSE_ASORT_NM,TIME_UNIT_TMPRT,TIME_UNIT_WS,TIME_UNIT_WD,TIME_UNIT_HUMIDITY,FRSTT_NM,WARD_NM,LFDAU_NM
20204215103M00556,미상,안전조치,20201221,000336,2020,겨울,4,12,21,00,03,월요일,20201221,000418,2020,12,21,00,04,20201221,001018,2020,12,21,00,10,20201221,010343,2020,12,21,01,03,20201221,033654,2020,12,21,03,36,강원도,홍천군,두촌면,면,128.0483,37.8847,28,단독주택,단독주택,미상,-13,180.0,2.0,82,홍천소방서,홍천119안전센터,두촌119지역대
20204202404M02911,작동기기,타기관처리,20201221,101538,2020,겨울,4,12,21,10,15,월요일,20201221,101614,2020,12,21,10,16,20201221,101841,2020,12,21,10,18,20201221,103140,2020,12,21,10,31,20201221,120255,2020,12,21,12,02,강원도,원주시,우산동,동,127.939,37.3668,8,자동차,승용자동차,가스누출(폭발),-6,225.0,2.0,61,원주소방서,우산119안전센터,
20204217303M00887,작동기기,안전조치,20201221,105020,2020,겨울,4,12,21,10,50,월요일,20201221,105054,2020,12,21,10,50,20201221,105855,2020,12,21,10,58,20201221,113414,2020,12,21,11,34,20201221,113600,2020,12,21,11,36,강원도,양양군,양양읍,읍,128.6257,38.0976,5,야외,기타야외,부주의,4,225.0,2.0,23,양양소방서,양양119안전센터,
20204203107M00410,"담뱃불, 라이터불",,20201221,110132,2020,겨울,4,12,21,11,01,월요일,20201221,110235,2020,12,21,11,02,20201221,110821,2020,12,21,11,08,20201221,111709,2020,12,21,11,17,20201221,120009,2020,12,21,12,00,강원도,강릉시,옥계면,면,128.992,37.5888,40,야외,기타야외,부주의,4,225.0,2.0,23,강릉소방서,옥계119안전센터,
20204217302M01285,"담뱃불, 라이터불",자체처리,20201221,134554,2020,겨울,4,12,21,13,45,월요일,20201221,134656,2020,12,21,13,46,20201221,135228,2020,12,21,13,52,20201221,135258,2020,12,21,13,52,20201221,140311,2020,12,21,14,03,강원도,양양군,양양읍,읍,128.6357,38.1074,6,야외,기타야외,부주의,6,225.0,2.0,23,양양소방서,양양119안전센터,
20204205102M00526,"담뱃불, 라이터불",자체처리,20201221,165927,2020,겨울,4,12,21,16,59,월요일,20201221,170006,2020,12,21,17,00,20201221,170333,2020,12,21,17,03,20201222,115623,2020,12,22,11,56,20201222,115623,2020,12,22,11,56,강원도,태백시,장성동,동,129.0168,37.097,9,야외,기타야외,부주의,-2,315.0,2.0,50,태백소방서,장성119안전센터,
20204218301M00744,미상,자체처리,20201221,182056,2020,겨울,4,12,21,18,20,월요일,20201221,182130,2020,12,21,18,21,20201221,183729,2020,12,21,18,37,20201221,214550,2020,12,21,21,45,20201221,224550,2020,12,21,22,45,강원도,춘천시,북산면,면,127.874,38.0344,27,단독주택,단독주택,미상,-13,315.0,2.0,62,춘천소방서,신북119안전센터,
20204209107M01202,"마찰, 전도, 복사",안전조치,20201221,182440,2020,겨울,4,12,21,18,24,월요일,20201221,182514,2020,12,21,18,25,20201221,183019,2020,12,21,18,30,20201221,190844,2020,12,21,19,08,20201221,204119,2020,12,21,20,41,강원도,영월군,영월읍,읍,128.4758,37.1863,2,단독주택,단독주택,기계적 요인,1,270.0,2.0,53,영월소방서,영월119안전센터,
20204202404M02920,"불꽃, 불티",안전조치,20201222,122313,2020,겨울,4,12,22,12,23,화요일,20201222,122352,2020,12,22,12,23,20201222,122717,2020,12,22,12,27,20201222,131656,2020,12,22,13,16,20201222,135620,2020,12,22,13,56,강원도,원주시,판부면,면,127.9378,37.3212,5,단독주택,단독주택,부주의,1,45.0,2.0,62,원주소방서,혁신119안전센터,명륜119지역대
20204217302M01289,"불꽃, 불티",안전조치,20201222,131715,2020,겨울,4,12,22,13,17,화요일,20201222,131817,2020,12,22,13,18,20201222,132044,2020,12,22,13,20,20201222,143840,2020,12,22,14,38,20201222,150430,2020,12,22,15,04,강원도,양양군,강현면,면,128.5962,38.1428,13,야외,야적장,부주의,7,270.0,2.0,28,양양소방서,강현119안전센터,
20204201112M01484,미상,안전조치,20201222,174827,2020,겨울,4,12,22,17,48,화요일,20201222,174912,2020,12,22,17,49,20201222,175356,2020,12,22,17,53,20201222,182235,2020,12,22,18,22,20201222,191335,2020,12,22,19,13,강원도,춘천시,사농동,동,127.7313,37.9393,5,창고시설,기타 창고,미상,1,360.0,2.0,75,춘천소방서,신북119안전센터,
20204206110M03129,"불꽃, 불티",안전조치,20201223,104851,2020,겨울,4,12,23,10,48,수요일,20201223,104926,2020,12,23,10,49,20201223,105218,2020,12,23,10,52,20201223,105814,2020,12,23,10,58,20201223,114126,2020,12,23,11,41,강원도,속초시,장사동,동,128.5645,38.2188,2,자동차,승용자동차,부주의,9,135.0,2.0,40,속초소방서,영랑119안전센터,
20204211313M00247,"담뱃불, 라이터불",자체처리,20201223,130513,2020,겨울,4,12,23,13,05,수요일,20201223,130536,2020,12,23,13,05,20201223,130851,2020,12,23,13,08,20201223,131236,2020,12,23,13,12,20201223,140710,2020,12,23,14,07,강원도,정선군,여량면,면,128.7189,37.471,20,단독주택,단독주택,부주의,4,180.0,,61,정선소방서,임계119안전센터,
20204209305M00194,"불꽃, 불티",안전조치,20201223,131636,2020,겨울,4,12,23,13,16,수요일,20201223,131726,2020,12,23,13,17,20201223,132613,2020,12,23,13,26,20201223,133002,2020,12,23,13,30,20201223,160202,2020,12,23,16,02,강원도,영월군,한반도면,면,128.3472,37.2318,20,음식점,"커피숍,다방,카페(휴게)",기계적 요인,0,,,0,영월소방서,주천119안전센터,한반도119지역대
20204210105M00160,작동기기,,20201223,145000,2020,겨울,4,12,23,14,50,수요일,20201223,145539,2020,12,23,14,55,20201223,153139,2020,12,23,15,31,20201223,153139,2020,12,23,15,31,20201223,170039,2020,12,23,17,00,강원도,횡성군,공근면,면,,,15,동식물시설,농장,기계적 요인,4,225.0,2.0,68,횡성소방서,공근119안전센터,
20204209332M00205,"마찰, 전도, 복사",자체처리,20201223,160125,2020,겨울,4,12,23,16,01,수요일,20201223,160230,2020,12,23,16,02,20201223,160609,2020,12,23,16,06,20201223,161032,2020,12,23,16,10,20201223,163945,2020,12,23,16,39,강원도,영월군,북면,면,128.4308,37.2522,12,자동차,화물자동차,기계적 요인,6,270.0,2.0,63,영월소방서,영월119안전센터,
20204216303M00706,"담뱃불, 라이터불",안전조치,20201223,183344,2020,겨울,4,12,23,18,33,수요일,20201223,183405,2020,12,23,18,34,20201223,183807,2020,12,23,18,38,20201223,183807,2020,12,23,18,38,20201223,195302,2020,12,23,19,53,강원도,고성군,간성읍,읍,128.4715,38.3795,1,자동차,승용자동차,부주의,8,180.0,2.0,50,고성소방서,간성119안전센터,
20204214104M00734,작동기기,기타,20201224,002217,2020,겨울,4,12,24,00,22,목요일,20201224,002307,2020,12,24,00,23,20201224,002908,2020,12,24,00,29,20201224,003949,2020,12,24,00,39,20201224,023341,2020,12,24,02,33,강원도,평창군,대관령면,면,,,63,단독주택,단독주택,전기적 요인,1,270.0,,84,평창소방서,대관령119안전센터,
20204206110M03103,"담뱃불, 라이터불",안전조치,20201224,152231,2020,겨울,4,12,24,15,22,목요일,20201224,152251,2020,12,24,15,22,20201224,153034,2020,12,24,15,30,20201224,153139,2020,12,24,15,31,20201224,153139,2020,12,24,15,31,강원도,속초시,중앙동,동,,,4,단독주택,단독주택,부주의,7,315.0,2.0,18,속초소방서,영랑119안전센터,
20204213103M00588,"불꽃, 불티",타기관처리,20201224,154258,2020,겨울,4,12,24,15,42,목요일,20201224,154319,2020,12,24,15,43,20201224,154752,2020,12,24,15,47,20201224,155012,2020,12,24,15,50,20201224,155012,2020,12,24,15,50,강원도,횡성군,둔내면,면,128.2008,37.5031,28,단독주택,단독주택,기계적 요인,1,270.0,2.0,46,횡성소방서,둔내119안전센터,
20204210105M00160,작동기기,,20201224,163001,2020,겨울,4,12,24,16,30,목요일,20201224,163101,2020,12,24,16,31,20201224,163601,2020,12,24,16,36,20201224,163601,2020,12,24,16,36,20201224,172001,2020,12,24,17,20,강원도,원주시,행구동,동,,,3,단독주택,다가구주택,전기적 요인,4,270.0,2.0,40,원주소방서,혁신119안전센터,
20204214106M00551,기타,자체처리,20201224,164533,2020,겨울,4,12,24,16,45,목요일,20201224,164607,2020,12,24,16,46,20201224,164925,2020,12,24,16,49,20201224,165030,2020,12,24,16,50,20201224,170523,2020,12,24,17,05,강원도,평창군,평창읍,읍,128.3967,37.3687,2,야외,기타야외,기타,2,270.0,6.5,33,평창소방서,평창119안전센터,
20204214103M00553,미상,인명검색,20201225,012307,2020,겨울,4,12,25,01,23,금요일,20201225,012425,2020,12,25,01,24,20201225,013414,2020,12,25,01,34,20201225,023021,2020,12,25,02,30,20201225,031215,2020,12,25,03,12,강원도,평창군,봉평면,면,128.3456,37.6069,37,단독주택,다가구주택,미상,-5,225.0,2.0,72,평창소방서,봉평119안전센터,
20204217302M01299,"담뱃불, 라이터불",자체처리,20201225,122951,2020,겨울,4,12,25,12,29,금요일,20201225,123035,2020,12,25,12,30,20201225,124003,2020,12,25,12,40,20201225,125245,2020,12,25,12,52,20201225,131007,2020,12,25,13,10,강원도,양양군,서면,면,128.56,38.06,8,야외,기타야외,부주의,4,225.0,2.0,24,양양소방서,양양119안전센터,
20204217302M01300,작동기기,자체처리,20201225,134458,2020,겨울,4,12,25,13,44,금요일,20201225,134530,2020,12,25,13,45,20201225,135054,2020,12,25,13,50,20201225,151327,2020,12,25,15,13,20201225,151327,2020,12,25,15,13,강원도,양양군,양양읍,읍,128.6219,38.0792,2,판매시설,상가빌딩,기계적 요인,4,270.0,2.0,23,양양소방서,양양119안전센터,
20204201112M01498,"마찰, 전도, 복사",안전조치,20201225,190905,2020,겨울,4,12,25,19,09,금요일,20201225,190943,2020,12,25,19,09,20201225,191406,2020,12,25,19,14,20201225,193301,2020,12,25,19,33,20201225,210200,2020,12,25,21,02,강원도,춘천시,사농동,동,127.7292,37.9067,4,창고시설,"창고, 물품저장소",기계적 요인,0,315.0,2.0,43,춘천소방서,신북119안전센터,
20204203105M02153,"담뱃불, 라이터불",오인(구조),20201225,202852,2020,겨울,4,12,25,20,28,금요일,20201225,203003,2020,12,25,20,30,20201225,204334,2020,12,25,20,43,20201225,204433,2020,12,25,20,44,20201225,215500,2020,12,25,21,55,강원도,강릉시,구정면,면,128.9258,37.7098,10,일반업무,일반회사,부주의,2,225.0,2.0,32,강릉소방서,내곡119안전센터,
20204203104M01859,"폭발물, 폭죽",,20201225,232417,2020,겨울,4,12,25,23,24,금요일,20201225,232520,2020,12,25,23,25,20201225,233205,2020,12,25,23,32,20201225,233306,2020,12,25,23,33,20201226,002826,2020,12,26,00,28,강원도,강릉시,사천면,면,128.8736,37.8428,14,자동차,승용자동차,부주의,-4,135.0,2.0,61,강릉소방서,경포119안전센터,
20204214106M00554,작동기기,안전조치,20201226,014151,2020,겨울,4,12,26,01,41,토요일,20201226,014229,2020,12,26,01,42,20201226,014629,2020,12,26,01,46,20201226,035338,2020,12,26,03,53,20201226,035438,2020,12,26,03,54,강원도,평창군,평창읍,읍,128.396,37.3686,2,단독주택,단독주택,전기적 요인,-8,315.0,2.0,75,평창소방서,평창119안전센터,
20204203107M00414,작동기기,,20201226,044044,2020,겨울,4,12,26,04,40,토요일,20201226,044152,2020,12,26,04,41,20201226,044634,2020,12,26,04,46,20201226,052458,2020,12,26,05,24,20201226,070507,2020,12,26,07,05,강원도,강릉시,옥계면,면,,,36,창고시설,"창고, 물품저장소",전기적 요인,1,225.0,2.0,47,강릉소방서,옥계119안전센터,
20204202111M00991,작동기기,인명검색,20201226,105753,2020,겨울,4,12,26,10,57,토요일,20201226,105858,2020,12,26,10,58,20201226,110729,2020,12,26,11,07,20201226,112959,2020,12,26,11,29,20201226,124435,2020,12,26,12,44,강원도,원주시,판부면,면,127.9472,37.2908,9,단독주택,단독주택,기계적 요인,-2,315.0,2.0,77,원주소방서,흥업119안전센터,
20204205105M01134,"불꽃, 불티",안전조치,20201226,115518,2020,겨울,4,12,26,11,55,토요일,20201226,115601,2020,12,26,11,56,20201226,120117,2020,12,26,12,01,20201226,125044,2020,12,26,12,50,20201226,133009,2020,12,26,13,30,강원도,태백시,철암동,동,129.0586,37.1219,12,야외,기타야외,부주의,1,315.0,2.0,59,태백소방서,철암119안전센터,
20204208106M00370,작동기기,안전조치,20201226,124953,2020,겨울,4,12,26,12,49,토요일,20201226,125047,2020,12,26,12,50,20201226,130336,2020,12,26,13,03,20201226,134143,2020,12,26,13,41,20201226,165500,2020,12,26,16,55,강원도,홍천군,내촌면,면,128.1739,37.7831,35,단독주택,단독주택,기계적 요인,4,180.0,2.0,50,홍천소방서,서석119안전센터,내촌119지역대
20204201112M01499,"마찰, 전도, 복사",안전조치,20201226,163949,2020,겨울,4,12,26,16,39,토요일,20201226,164016,2020,12,26,16,40,20201226,164342,2020,12,26,16,43,20201226,164825,2020,12,26,16,48,20201226,171856,2020,12,26,17,18,강원도,춘천시,신북읍,읍,127.7539,37.9269,5,동식물시설,기타 동식물시설,부주의,7,225.0,2.0,40,춘천소방서,신북119안전센터,
20204203105M02158,"불꽃, 불티",안전조치,20201226,173410,2020,겨울,4,12,26,17,34,토요일,20201226,173433,2020,12,26,17,34,20201226,174144,2020,12,26,17,41,20201226,175440,2020,12,26,17,54,20201226,185625,2020,12,26,18,56,강원도,강릉시,구정면,면,128.8821,37.7205,6,단독주택,단독주택,부주의,0,270.0,2.0,47,강릉소방서,내곡119안전센터,
20204214106M00558,미상,인명검색,20201226,214111,2020,겨울,4,12,26,21,41,토요일,20201226,214148,2020,12,26,21,41,20201226,215406,2020,12,26,21,54,20201226,222331,2020,12,26,22,23,20201227,023803,2020,12,27,02,38,강원도,평창군,평창읍,읍,128.3981,37.3089,10,단독주택,단독주택,미상,-5,315.0,2.0,86,평창소방서,평창119안전센터,
20204214103M00556,"불꽃, 불티",인명검색,20201226,223809,2020,겨울,4,12,26,22,38,토요일,20201226,223850,2020,12,26,22,38,20201226,225334,2020,12,26,22,53,20201226,232210,2020,12,26,23,22,20201227,005334,2020,12,27,00,53,강원도,평창군,봉평면,면,128.3444,37.5636,36,단독주택,다가구주택,부주의,-5,315.0,2.0,99,평창소방서,봉평119안전센터,
20204216302M00897,"불꽃, 불티",기타,20201227,102554,2020,겨울,4,12,27,10,25,일요일,20201227,102619,2020,12,27,10,26,20201227,103034,2020,12,27,10,30,20201227,103513,2020,12,27,10,35,20201227,111905,2020,12,27,11,19,강원도,고성군,토성면,면,,,16,야외,공터,부주의,6,270.0,2.0,57,고성소방서,동광119안전센터,
20204208328M00509,미상,안전조치,20201227,115104,2020,겨울,4,12,27,11,51,일요일,20201227,115200,2020,12,27,11,52,20201227,120348,2020,12,27,12,03,20201227,123134,2020,12,27,12,31,20201227,142101,2020,12,27,14,21,강원도,홍천군,동면,면,128.0358,37.666,13,일반업무,일반회사,미상,4,360.0,2.0,64,홍천소방서,홍천119안전센터,동면119지역대
20204210103M00537,"불꽃, 불티",자체처리,20201227,115555,2020,겨울,4,12,27,11,55,일요일,20201227,115643,2020,12,27,11,56,20201227,121121,2020,12,27,12,11,20201227,121336,2020,12,27,12,13,20201227,123332,2020,12,27,12,33,강원도,철원군,근남면,면,127.5431,38.2717,28,야외,쓰레기,부주의,5,135.0,2.0,55,철원소방서,김화119안전센터,
20204203108M02305,작동기기,안전조치,20201227,171624,2020,겨울,4,12,27,17,16,일요일,20201227,171658,2020,12,27,17,16,20201227,173040,2020,12,27,17,30,20201227,175705,2020,12,27,17,57,20201227,191206,2020,12,27,19,12,강원도,강릉시,왕산면,면,128.8456,37.6639,31,단독주택,단독주택,부주의,1,135.0,2.0,67,강릉소방서,내곡119안전센터,
20204217303M00910,"불꽃, 불티",안전조치,20201227,173136,2020,겨울,4,12,27,17,31,일요일,20201227,173213,2020,12,27,17,32,20201227,174200,2020,12,27,17,42,20201227,175050,2020,12,27,17,50,20201227,183059,2020,12,27,18,30,강원도,양양군,서면,면,128.5857,38.0664,5,기타건축물,기타 건축물,부주의,8,225.0,2.0,38,양양소방서,양양119안전센터,
20204204103M01328,작동기기,기타,20201228,053237,2020,겨울,4,12,28,05,32,월요일,20201228,053349,2020,12,28,05,33,20201228,054018,2020,12,28,05,40,20201228,060420,2020,12,28,06,04,20201228,062229,2020,12,28,06,22,강원도,동해시,구호동,동,129.1394,37.4814,3,공장시설,그 밖의 공업,부주의,6,270.0,2.0,55,동해소방서,북평119안전센터,
20204204102M01890,"불꽃, 불티",기타,20201228,145511,2020,겨울,4,12,28,14,55,월요일,20201228,145647,2020,12,28,14,56,20201228,150309,2020,12,28,15,03,20201228,150309,2020,12,28,15,03,20201228,150309,2020,12,28,15,03,강원도,동해시,초구동,동,129.0948,37.5751,8,야외,쓰레기,부주의,11,45.0,2.0,43,동해소방서,묵호119안전센터,
20204202111M00996,작동기기,안전조치,20201228,205734,2020,겨울,4,12,28,20,57,월요일,20201228,205810,2020,12,28,20,58,20201228,210733,2020,12,28,21,07,20201228,215556,2020,12,28,21,55,20201228,215556,2020,12,28,21,55,강원도,원주시,흥업면,면,127.8966,37.3232,15,단독주택,단독주택,기계적 요인,3,45.0,2.0,70,원주소방서,흥업119안전센터,
20204203103M01410,"담뱃불, 라이터불",기타,20201228,225400,2020,겨울,4,12,28,22,54,월요일,20201228,225501,2020,12,28,22,55,20201228,225649,2020,12,28,22,56,20201228,231102,2020,12,28,23,11,20201229,001502,2020,12,29,00,15,강원도,강릉시,주문진읍,읍,128.8257,37.8884,18,야외,야적장,부주의,2,360.0,2.0,89,강릉소방서,주문진119안전센터,
20204207105M00626,미상,안전조치,20201229,005710,2020,겨울,4,12,29,00,57,화요일,20201229,005811,2020,12,29,00,58,20201229,011214,2020,12,29,01,12,20201229,012852,2020,12,29,01,28,20201229,031343,2020,12,29,03,13,강원도,삼척시,근덕면,면,129.2411,37.3367,15,단독주택,단독주택,미상,3,135.0,2.0,89,삼척소방서,근덕119안전센터,
20204209107M01237,작동기기,안전조치,20201229,142249,2020,겨울,4,12,29,14,22,화요일,20201229,142327,2020,12,29,14,23,20201229,142946,2020,12,29,14,29,20201229,143510,2020,12,29,14,35,20201229,170721,2020,12,29,17,07,강원도,영월군,영월읍,읍,128.4614,37.1637,4,공장시설,식료품공업,기계적 요인,7,315.0,2.0,51,영월소방서,영월119안전센터,
20204202104M03169,"담뱃불, 라이터불",안전조치,20201229,162242,2020,겨울,4,12,29,16,22,화요일,20201229,162326,2020,12,29,16,23,20201229,162721,2020,12,29,16,27,20201229,175409,2020,12,29,17,54,20201229,175409,2020,12,29,17,54,강원도,원주시,학성동,동,127.9452,37.3553,5,공동주택,기타 공동주택,부주의,2,315.0,2.0,87,원주소방서,학성119안전센터,
20204210106M00588,미상,안전조치,20201229,164947,2020,겨울,4,12,29,16,49,화요일,20201229,165056,2020,12,29,16,50,20201229,165950,2020,12,29,16,59,20201229,171249,2020,12,29,17,12,20201229,184341,2020,12,29,18,43,강원도,철원군,서면,면,127.4289,38.2011,20,군사시설,기타 군사시설,미상,-1,225.0,2.0,79,철원소방서,김화119안전센터,자등119지역대
20204211104M00488,"불꽃, 불티",인명검색,20201229,204807,2020,겨울,4,12,29,20,48,화요일,20201229,204926,2020,12,29,20,49,20201229,205735,2020,12,29,20,57,20201229,211602,2020,12,29,21,16,20201229,223154,2020,12,29,22,31,강원도,정선군,남면,면,128.7758,37.2432,26,기타주택,컨테이너(주거용),부주의,-3,315.0,,87,정선소방서,사북119안전센터,
